              [,1]       [,2]         [,3]
  [1,] 0.101366185 0.17549770 0.1790030152
  [2,] 0.941755593 0.15383318 0.0010529938
  [3,] 0.004600152 0.38226169 0.8804726601
  [4,] 0.948256135 0.12212846 0.0010057675
  [5,] 0.084878854 0.75681853 0.0430077538
  [6,] 0.129573181 0.78994286 0.0225820951
  [7,] 0.928648293 0.23184435 0.0011146654
  [8,] 0.013197424 0.58099592 0.4685531855
  [9,] 0.934361696 0.19586769 0.0010880309
 [10,] 0.010674394 0.49865246 0.6197302341
 [11,] 0.010459719 0.20656067 0.7911293507
 [12,] 0.006862185 0.30528086 0.8349794149
 [13,] 0.004391115 0.42498296 0.8690242171
 [14,] 0.052784473 0.62623066 0.1158904880
 [15,] 0.950845778 0.11268012 0.0009879566
 [16,] 0.935825229 0.14624538 0.0011654150
 [17,] 0.051748555 0.69179791 0.1010405421
 [18,] 0.934361696 0.19586769 0.0010880309
 [19,] 0.160938248 0.77272320 0.0194024760
 [20,] 0.053799476 0.66040570 0.1075077951
 [21,] 0.950156033 0.11143086 0.0010056923
 [22,] 0.921312392 0.26865545 0.0011664801
 [23,] 0.782102287 0.67399782 0.0019056975
 [24,] 0.006487999 0.07189389 0.9269764423
 [25,] 0.944724143 0.13342944 0.0010500902
 [26,] 0.949895740 0.11136761 0.0010152637
 [27,] 0.027838835 0.61433923 0.2353465557
 [28,] 0.003727059 0.29115319 0.9252677560
 [29,] 0.924860477 0.22651002 0.0011723908
 [30,] 0.951684415 0.10999385 0.0009824575
 [31,] 0.932397604 0.19577600 0.0011182800
 [32,] 0.010917995 0.49837363 0.6135516167
 [33,] 0.006788864 0.09415708 0.9148203731
 [34,] 0.005441215 0.44392487 0.8206018209
 [35,] 0.951419771 0.10950033 0.0009903210
 [36,] 0.006079885 0.16375850 0.9013125300
 [37,] 0.166266754 0.56072134 0.0334901027
 [38,] 0.953167915 0.10586318 0.0009725013
 [39,] 0.004571919 0.19819827 0.9236059785
 [40,] 0.946493745 0.12908073 0.0010269759
 [41,] 0.051445823 0.61541402 0.1298231632
 [42,] 0.939457178 0.16157724 0.0010747762
 [43,] 0.003372026 0.32377645 0.9301069379
 [44,] 0.094626255 0.70507514 0.0461057983
 [45,] 0.948796272 0.12057704 0.0010037840
 [46,] 0.012106932 0.07475184 0.8538884521
 [47,] 0.033711039 0.45501301 0.2746689618
 [48,] 0.009402902 0.30239752 0.7744129300
 [49,] 0.002565869 0.34873411 0.9481134415
 [50,] 0.951740503 0.10805420 0.0009883473
 [51,] 0.013576324 0.61923522 0.4002779126
 [52,] 0.014176490 0.33805430 0.6340103745
 [53,] 0.948162436 0.12205245 0.0010111184
 [54,] 0.008234509 0.45664835 0.7177385092
 [55,] 0.016130185 0.52907491 0.4632667601
 [56,] 0.943634033 0.13682616 0.0010515247
 [57,] 0.004229014 0.30977678 0.9084694982
 [58,] 0.007966294 0.35196596 0.7886638641
 [59,] 0.935294151 0.18527803 0.0010959274
 [60,] 0.088533133 0.57730466 0.0746458769
 [61,] 0.055979040 0.24463695 0.2635787129
 [62,] 0.056845035 0.65646255 0.1007565111
 [63,] 0.060643729 0.54929775 0.1167599335
 [64,] 0.048696581 0.40660867 0.2280227542
 [65,] 0.942570865 0.13222460 0.0010803790
 [66,] 0.105543189 0.78628343 0.0290472470
 [67,] 0.010631600 0.53709936 0.5933802128
 [68,] 0.079279684 0.65849096 0.0645802543
 [69,] 0.004673076 0.25939128 0.9060897827
 [70,] 0.949695170 0.10977240 0.0010310496
 [71,] 0.952884793 0.10793422 0.0009614350
 [72,] 0.012895484 0.34252247 0.6606697440
 [73,] 0.005972840 0.40062645 0.8274369240
 [74,] 0.950710714 0.11298680 0.0009889653
 [75,] 0.190707102 0.74842227 0.0168992132
 [76,] 0.005550577 0.21991828 0.8936393857
 [77,] 0.010014800 0.43472502 0.6761779189
 [78,] 0.008281347 0.06521758 0.9095225930
 [79,] 0.070443444 0.35333699 0.1555790007
 [80,] 0.006038440 0.25850910 0.8721777201
 [81,] 0.127967760 0.74176174 0.0290502533
 [82,] 0.007613421 0.29220870 0.8239145279
 [83,] 0.042094074 0.44619653 0.2224779427
 [84,] 0.007175489 0.16638860 0.8804832697
 [85,] 0.061925109 0.78910071 0.0474646017
 [86,] 0.014723128 0.40998191 0.5690725446
 [87,] 0.947234809 0.12437689 0.0010270082
 [88,] 0.948717833 0.11875856 0.0010111815
 [89,] 0.005412678 0.40903437 0.8409361243
 [90,] 0.946343899 0.12990443 0.0010226079
 [91,] 0.034819636 0.51648515 0.2414193451
 [92,] 0.071545571 0.72448075 0.0595266484
 [93,] 0.948082089 0.12007347 0.0010190202
 [94,] 0.071477503 0.62610972 0.0803516582
 [95,] 0.062239632 0.45621368 0.1454107612
 [96,] 0.004154379 0.38601205 0.8919247389
 [97,] 0.950841069 0.10840122 0.0010090119
 [98,] 0.004011878 0.34483358 0.9071086645
 [99,] 0.941478908 0.15493616 0.0010499306
[100,] 0.943349540 0.14819543 0.0010394992
[101,] 0.035604551 0.71417290 0.1263054162
[102,] 0.011002161 0.32819253 0.7211658359
[103,] 0.004608610 0.40811199 0.8679813743
[104,] 0.009621290 0.43215603 0.6977181435
[105,] 0.943981051 0.14097577 0.0010391432
[106,] 0.003186139 0.36143422 0.9285266399
[107,] 0.946117103 0.13039070 0.0010268635
[108,] 0.951752424 0.11212341 0.0009724939
[109,] 0.942106545 0.15272875 0.0010478791
[110,] 0.004195840 0.21758495 0.9271484613
[111,] 0.950420260 0.11484507 0.0009904522
[112,] 0.936324477 0.19763334 0.0010617904
[113,] 0.004076901 0.27814823 0.9195737839
[114,] 0.934361696 0.19586769 0.0010880309
[115,] 0.047802981 0.70188695 0.1014868990
[116,] 0.009286490 0.56038910 0.5847688913
[117,] 0.022865003 0.21775322 0.5715683103
[118,] 0.132763773 0.49672991 0.0550239794
[119,] 0.953384817 0.10710322 0.0009569346
[120,] 0.025523931 0.57748818 0.2788389325
[121,] 0.073351383 0.61317080 0.0820173025
[122,] 0.008336113 0.09351704 0.8930802345
[123,] 0.932192445 0.20856480 0.0011046339
[124,] 0.925856292 0.23316309 0.0011476672
[125,] 0.076749139 0.63064760 0.0759668723
[126,] 0.005040772 0.29806048 0.8881164789
[127,] 0.078567229 0.76707304 0.0440212004
